DEPTH	GR	LLD	LLS	MLL	NPHI	PEF	RHOB
1406.4	92.9273	0.9335	0.9602	1.131	0.373548	3.9315	2.3726
1406.5	92.9818	0.9306	0.9579	1.125	0.371167	3.937	2.3751
1406.6	93.5823	0.9274	0.9552	1.1205	0.36875	3.9631	2.3738
1406.7	94.5779	0.9242	0.9522	1.1173	0.366862	4.0119	2.3684
1406.8	95.6022	0.9212	0.9491	1.1147	0.366196	4.0853	2.3598
1406.9	96.3781	0.9186	0.946	1.1122	0.367407	4.1789	2.3498
1407	96.7407	0.9164	0.9432	1.1094	0.370589	4.2776	2.3401
1407.1	96.5931	0.9147	0.9409	1.1063	0.375222	4.3621	2.3321
1407.2	95.9664	0.9134	0.9388	1.103	0.380462	4.4182	2.3266
1407.3	95.1113	0.9123	0.9371	1.0998	0.385511	4.4447	2.3237
1407.4	94.3572	0.9113	0.9357	1.0973	0.389719	4.4537	2.3225
1407.5	93.9147	0.9103	0.9345	1.0957	0.39263	4.4521	2.3218
1407.6	93.8456	0.9091	0.9337	1.0956	0.393986	4.4454	2.3212
1407.7	94.1107	0.9079	0.933	1.0969	0.393746	4.438	2.3204
1407.8	94.6595	0.9065	0.9325	1.0995	0.392053	4.4305	2.3202
1407.9	95.3293	0.9052	0.932	1.1031	0.389265	4.4195	2.3212
1408	95.8081	0.9041	0.9317	1.107	0.385935	4.4028	2.3238
1408.1	95.7283	0.9033	0.9314	1.1108	0.382733	4.3844	2.3279
1408.2	94.9729	0.9026	0.9312	1.1135	0.380285	4.3744	2.3333
1408.3	93.7445	0.9022	0.9309	1.1146	0.379083	4.3732	2.3396
1408.4	92.5264	0.9019	0.9305	1.1135	0.379254	4.3742	2.3461
1408.5	91.8062	0.9015	0.9299	1.1102	0.380284	4.3644	2.3523
1408.6	91.8988	0.9012	0.929	1.1056	0.381417	4.3379	2.3575
1408.7	92.7234	0.9008	0.9282	1.1005	0.382384	4.294	2.3611
1408.8	93.9252	0.9005	0.9275	1.0958	0.383284	4.2413	2.3635
1408.9	95.0364	0.9002	0.9271	1.0921	0.383997	4.1956	2.3656
1409	95.6532	0.8999	0.9267	1.0891	0.384354	4.1668	2.3689
1409.1	95.6696	0.8997	0.9264	1.0868	0.384297	4.1472	2.3738
1409.2	95.363	0.8995	0.926	1.0849	0.383961	4.127	2.3801
1409.3	95.0915	0.8992	0.9258	1.0834	0.383519	4.0979	2.3867
1409.4	94.9184	0.8986	0.9257	1.0827	0.38298	4.0689	2.392
1409.5	94.6715	0.898	0.9258	1.083	0.382269	4.0527	2.3952
1409.6	94.2229	0.8971	0.926	1.0843	0.381351	4.0552	2.3962
1409.7	93.5937	0.8963	0.926	1.0864	0.380247	4.0677	2.396
1409.8	92.9052	0.8955	0.9258	1.0887	0.379102	4.0799	2.3954
1409.9	92.2641	0.8949	0.9252	1.0905	0.378176	4.0866	2.3946
1410	91.7542	0.8945	0.9247	1.0914	0.377646	4.0856	2.3934
1410.1	91.3091	0.8943	0.9245	1.0913	0.377521	4.0779	2.3914
1410.2	90.6075	0.8942	0.9248	1.0904	0.377918	4.0793	2.3886
1410.3	89.3017	0.8943	0.9257	1.0895	0.378623	4.1013	2.3852
1410.4	87.3349	0.8942	0.9267	1.0888	0.37892	4.1403	2.3818
1410.5	85.0992	0.8939	0.9276	1.0884	0.377002	4.1814	2.3795
1410.6	83.2897	0.8929	0.9281	1.0874	0.371985	4.2123	2.3793
1410.7	82.3153	0.8908	0.9277	1.0848	0.365439	4.2294	2.3819
1410.8	82.1249	0.8873	0.9262	1.0796	0.359905	4.2387	2.387
1410.9	82.467	0.882	0.9234	1.0718	0.356576	4.2477	2.3933
1411	83.0549	0.8746	0.9188	1.062	0.354613	4.2587	2.3989
1411.1	83.5724	0.8649	0.912	1.0512	0.352527	4.2666	2.4018
1411.2	83.8662	0.8533	0.9028	1.0394	0.350524	4.254	2.4007
1411.3	84.0347	0.8402	0.8909	1.0255	0.349825	4.1908	2.3955
1411.4	84.1043	0.8261	0.8764	1.0073	0.352054	4.0728	2.3867
1411.5	84.0033	0.812	0.8598	0.9832	0.35797	3.9316	2.3753
1411.6	83.8004	0.7987	0.8419	0.9537	0.366765	3.8143	2.3614
1411.7	83.6925	0.7869	0.8237	0.9221	0.376332	3.7569	2.3448
1411.8	83.9059	0.777	0.806	0.8935	0.384332	3.7743	2.3252
1411.9	84.4808	0.7694	0.79	0.8726	0.389626	3.8569	2.3037
1412	85.094	0.7642	0.7767	0.8616	0.39273	3.9736	2.2832
1412.1	85.3376	0.7614	0.7674	0.86	0.394631	4.0789	2.2678
1412.2	85.0256	0.7607	0.7629	0.865	0.395346	4.1345	2.2617
1412.3	84.2778	0.7622	0.7637	0.873	0.39403	4.1301	2.2675
1412.4	83.33	0.7657	0.7696	0.8818	0.389629	4.0887	2.2848
1412.5	82.4321	0.7711	0.7793	0.8922	0.382383	4.0374	2.3104
1412.6	81.7558	0.7783	0.7911	0.9069	0.374592	3.9965	2.3387
1412.7	81.3014	0.7873	0.8034	0.9285	0.369699	3.9777	2.3637
1412.8	81.0033	0.7977	0.8147	0.9565	0.369652	3.9853	2.3809
1412.9	80.8098	0.8094	0.8249	0.9872	0.374155	4.0111	2.389
1413	80.684	0.8217	0.8343	1.0142	0.380435	4.0384	2.3893
1413.1	80.5178	0.834	0.8437	1.0329	0.385457	4.0605	2.3842
1413.2	80.099	0.8455	0.8537	1.0433	0.387555	4.0867	2.3761
1413.3	79.4568	0.8556	0.8642	1.0497	0.386627	4.1215	2.3671
1413.4	78.9876	0.8638	0.8746	1.0574	0.383564	4.1635	2.3591
1413.5	78.9974	0.87	0.8841	1.0689	0.379612	4.2124	2.354
1413.6	79.4405	0.8742	0.892	1.0824	0.375796	4.2716	2.3532
1413.7	80.0371	0.877	0.8978	1.0933	0.372805	4.341	2.3569
1413.8	80.4866	0.8787	0.9015	1.0977	0.371061	4.4184	2.3642
1413.9	80.6026	0.8799	0.9038	1.0943	0.370893	4.4959	2.3727
1414	80.4841	0.881	0.9052	1.0854	0.372417	4.5706	2.38
1414.1	80.4703	0.882	0.9064	1.0753	0.375192	4.6314	2.3843
1414.2	80.8496	0.883	0.9076	1.0678	0.378375	4.6521	2.3851
1414.3	81.7748	0.8839	0.909	1.0652	0.381044	4.6207	2.384
1414.4	83.1066	0.8847	0.9105	1.0679	0.382432	4.5488	2.3827
1414.5	84.4557	0.8853	0.9117	1.0746	0.382	4.4519	2.3828
1414.6	85.5739	0.886	0.9126	1.083	0.379529	4.3417	2.3845
1414.7	86.4906	0.8871	0.913	1.0907	0.375219	4.2334	2.3873
1414.8	87.2856	0.8889	0.9134	1.096	0.369727	4.1484	2.3902
1414.9	87.9794	0.8915	0.9142	1.0986	0.364189	4.1025	2.3926
1415	88.6222	0.8949	0.9158	1.0995	0.359554	4.0952	2.3939
1415.1	89.2756	0.8987	0.9186	1.1007	0.355878	4.1157	2.3946
1415.2	89.8178	0.9027	0.9225	1.1043	0.352467	4.1433	2.3955
1415.3	90.1115	0.9062	0.9272	1.1116	0.348617	4.161	2.3978
1415.4	90.0206	0.9091	0.9322	1.1227	0.344515	4.1588	2.4021
1415.5	89.4475	0.911	0.9371	1.1356	0.341311	4.1407	2.4072
1415.6	88.3062	0.9121	0.941	1.147	0.340498	4.1206	2.4106
1415.7	86.5594	0.9126	0.9434	1.1534	0.342987	4.1055	2.4088
1415.8	84.445	0.913	0.9438	1.1515	0.348612	4.0949	2.3989
1415.9	82.4096	0.9137	0.9423	1.1406	0.356045	4.0923	2.3809
1416	80.9302	0.9148	0.9394	1.1232	0.363052	4.1086	2.3581
1416.1	80.2216	0.9165	0.9362	1.103	0.367383	4.158	2.3351
1416.2	80.2054	0.9187	0.934	1.0846	0.367829	4.2412	2.3159
1416.3	80.6204	0.9212	0.934	1.0717	0.364683	4.339	2.3021
1416.4	81.0197	0.9238	0.9366	1.0673	0.359417	4.4283	2.2925
1416.5	81.0888	0.9264	0.9416	1.073	0.353884	4.4881	2.2849
1416.6	80.8732	0.9288	0.9482	1.089	0.349544	4.5099	2.2772
1416.7	80.7139	0.9311	0.9554	1.1134	0.347073	4.4984	2.2694
1416.8	80.9874	0.9332	0.962	1.1411	0.346664	4.4642	2.2631
1416.9	81.7498	0.935	0.9671	1.1658	0.348073	4.4153	2.2608
1417	82.7468	0.9363	0.9703	1.1811	0.350725	4.3601	2.2642
1417.1	83.6168	0.9368	0.9715	1.1841	0.353789	4.3067	2.2737
1417.2	84.1126	0.9361	0.9709	1.1762	0.356431	4.2639	2.2879
1417.3	84.267	0.934	0.9689	1.1621	0.358267	4.2366	2.3039
1417.4	84.2052	0.9302	0.9654	1.1461	0.359422	4.2295	2.3189
1417.5	84.2424	0.9249	0.9604	1.1305	0.360265	4.2373	2.3308
1417.6	84.634	0.9185	0.9538	1.1155	0.360782	4.2474	2.3389
1417.7	85.3378	0.9115	0.9458	1.1001	0.36051	4.2487	2.344
1417.8	86.0963	0.9044	0.937	1.0841	0.359364	4.2387	2.3473
1417.9	86.6084	0.8977	0.9283	1.0682	0.358113	4.22	2.3497
1418	86.631	0.8919	0.9205	1.0539	0.357935	4.1921	2.3517
1418.1	86.1588	0.8871	0.9143	1.0428	0.359486	4.1539	2.3533
1418.2	85.3517	0.8837	0.9098	1.0361	0.362631	4.1093	2.3544
1418.3	84.3596	0.8815	0.9069	1.0341	0.366699	4.0711	2.3553
1418.4	83.3374	0.8807	0.9054	1.0364	0.370932	4.0494	2.3563
1418.5	82.5811	0.8812	0.9052	1.0419	0.374534	4.0438	2.3583
1418.6	82.355	0.8827	0.9061	1.0491	0.376788	4.0507	2.3617
1418.7	82.7512	0.8852	0.9081	1.0564	0.377247	4.0596	2.3663
1418.8	83.7316	0.8883	0.9111	1.0632	0.376331	4.0552	2.3712
1418.9	85.1728	0.8918	0.9151	1.0697	0.375025	4.0352	2.3751
1419	86.792	0.8954	0.9199	1.0766	0.374867	4.0134	2.3769
1419.1	88.2041	0.8987	0.9254	1.0852	0.376722	4.0104	2.3766
1419.2	89.0123	0.9016	0.9309	1.096	0.380288	4.0363	2.3751
1419.3	88.9682	0.9039	0.9356	1.1077	0.384552	4.0863	2.3737
1419.4	88.0212	0.9055	0.9388	1.1175	0.388377	4.1345	2.3736
1419.5	86.2638	0.9064	0.9401	1.122	0.390894	4.1587	2.3749
1419.6	83.9501	0.9068	0.9396	1.1191	0.391629	4.1552	2.3771
1419.7	81.5562	0.9067	0.9382	1.1094	0.390428	4.1343	2.3793
1419.8	79.5508	0.9061	0.9367	1.096	0.387543	4.1099	2.3811
1419.9	78.3227	0.905	0.9357	1.083	0.383749	4.0896	2.3825
1420	78.0341	0.9036	0.9353	1.074	0.379843	4.0653	2.3842
1420.1	78.5282	0.902	0.9352	1.0707	0.376488	4.0267	2.3866
1420.2	79.3932	0.9004	0.9352	1.0727	0.374283	3.9752	2.3897
1420.3	80.26	0.899	0.9346	1.078	0.373767	3.9208	2.3932
1420.4	80.794	0.8982	0.9334	1.0842	0.375199	3.8683	2.3965
1420.5	80.9187	0.898	0.9318	1.0889	0.378327	3.8269	2.3991
1420.6	80.7933	0.8985	0.9299	1.091	0.382267	3.8049	2.401
1420.7	80.5166	0.8998	0.9282	1.0905	0.38575	3.8034	2.4017
1420.8	80.1196	0.9017	0.9269	1.0885	0.3877	3.8238	2.401
1420.9	79.6917	0.904	0.9261	1.0865	0.387609	3.8645	2.399
1421	79.2795	0.9065	0.9261	1.0857	0.385922	3.9177	2.396
1421.1	78.8494	0.909	0.9268	1.0868	0.38379	3.9791	2.3929
1421.2	78.4325	0.9114	0.928	1.0896	0.382346	4.0484	2.3909
1421.3	77.9817	0.9137	0.93	1.0937	0.382123	4.1194	2.3906
1421.4	77.3354	0.9161	0.9327	1.0987	0.382642	4.1792	2.392
1421.5	76.5036	0.9184	0.9361	1.1049	0.382842	4.2158	2.3942
1421.6	75.7359	0.9206	0.9402	1.1128	0.381484	4.22	2.3956
1421.7	75.369	0.9225	0.9448	1.1222	0.378427	4.1961	2.3949
1421.8	75.7954	0.924	0.9494	1.1326	0.374865	4.1628	2.3913
1421.9	77.1577	0.9248	0.9534	1.1421	0.372314	4.1399	2.3851
1422	79.1189	0.9249	0.9564	1.1486	0.371408	4.1267	2.3776
1422.1	81.0926	0.9242	0.9581	1.1508	0.370766	4.1157	2.3706
1422.2	82.6142	0.9227	0.9584	1.1485	0.369908	4.0915	2.366
1422.3	83.3884	0.9205	0.9576	1.1428	0.368278	4.0496	2.3651
1422.4	83.4088	0.9177	0.9557	1.1352	0.366348	4.0006	2.3679
1422.5	82.9791	0.9146	0.9529	1.1266	0.364363	3.9634	2.3737
1422.6	82.4462	0.9114	0.9492	1.1172	0.362586	3.9445	2.3806
1422.7	81.9388	0.9083	0.9448	1.1071	0.361178	3.9391	2.3872
1422.8	81.3012	0.9055	0.9399	1.0964	0.360235	3.9393	2.3923
1422.9	80.3737	0.9031	0.9351	1.086	0.359513	3.9444	2.3958
1423	79.2989	0.9012	0.9309	1.077	0.358317	3.9573	2.3981
1423.1	78.5784	0.8999	0.9275	1.0707	0.3565	3.983	2.3997
1423.2	78.6077	0.8992	0.9252	1.0679	0.355221	4.0222	2.4007
1423.3	79.3656	0.8991	0.9239	1.0691	0.355905	4.0698	2.4008
1423.4	80.5062	0.8995	0.9234	1.0739	0.358782	4.1144	2.3998
1423.5	81.5271	0.9005	0.9237	1.0817	0.362783	4.1489	2.3977
1423.6	82.0274	0.902	0.9248	1.0915	0.366243	4.1813	2.395
1423.7	81.9503	0.9039	0.9267	1.102	0.36781	4.2225	2.3925
1423.8	81.6707	0.9061	0.9295	1.112	0.367046	4.2716	2.391
1423.9	81.7665	0.9084	0.9329	1.1207	0.364617	4.3169	2.3909
1424	82.5309	0.9108	0.9366	1.1278	0.36196	4.3505	2.3922
1424.1	83.8522	0.913	0.9401	1.1333	0.360515	4.3649	2.3945
1424.2	85.2624	0.9149	0.9432	1.1369	0.361078	4.3591	2.397
1424.3	86.31	0.9162	0.9452	1.1378	0.363707	4.3407	2.3991
1424.4	86.8614	0.917	0.9462	1.1348	0.367921	4.3089	2.4006
1424.5	87.0212	0.9172	0.9461	1.1277	0.372936	4.2589	2.4015
1424.6	87.1266	0.9168	0.9454	1.1174	0.37773	4.1852	2.4025
1424.7	87.5017	0.9159	0.9444	1.1061	0.381195	4.0906	2.404
1424.8	88.2071	0.9145	0.9434	1.0964	0.382664	3.9834	2.4065
1424.9	89.0594	0.9126	0.9425	1.0909	0.382313	3.8766	2.4095
1425	89.7471	0.9105	0.9415	1.0914	0.380982	3.7839	2.4124
1425.1	90.0009	0.9082	0.9404	1.0983	0.379278	3.7176	2.4149
1425.2	89.7337	0.9059	0.9391	1.11	0.37718	3.6872	2.4168
1425.3	89.1529	0.9038	0.9378	1.1233	0.37444	3.6956	2.4183
1425.4	88.6539	0.9025	0.9365	1.1338	0.37118	3.7379	2.4192
1425.5	88.327	0.9024	0.9352	1.1381	0.368186	3.8104	2.4193
1425.6	88.0088	0.904	0.9337	1.1349	0.366257	3.9038	2.4183
1425.7	87.509	0.9076	0.9318	1.1256	0.36522	4.0016	2.4162
1425.8	86.8641	0.9131	0.93	1.1127	0.363463	4.0806	2.4138
1425.9	86.2131	0.9201	0.9291	1.0985	0.358664	4.1172	2.413
1426	85.605	0.9278	0.93	1.0849	0.349219	4.109	2.4153
1426.1	84.9675	0.9352	0.9342	1.0748	0.335543	4.0835	2.4203
1426.2	84.2832	0.9414	0.9426	1.0736	0.320295	4.0709	2.4249
1426.3	83.3456	0.9457	0.9554	1.0889	0.310351	4.0873	2.424
1426.4	81.6787	0.9479	0.9715	1.1287	0.306347	4.1338	2.4141
1426.5	78.8759	0.9481	0.9875	1.1957	0.309209	4.189	2.3955
1426.6	75.1297	0.947	0.9992	1.2808	0.302398	4.2249	2.3728
1426.7	71.1843	0.9448	1.0032	1.3553	0.302379	4.2252	2.3523
1426.8	67.9583	0.942	0.9987	1.3774	0.313153	4.1898	2.3395
1426.9	66.1755	0.9386	0.9881	1.3259	0.343948	4.1314	2.3366
1427	66.137	0.9343	0.9754	1.2255	0.362383	4.0686	2.3425
1427.1	67.6448	0.9287	0.9642	1.1209	0.369349	4.014	2.3543
1427.2	70.0935	0.9217	0.9557	1.0416	0.365018	3.9685	2.3685
1427.3	72.7088	0.9132	0.9492	0.9966	0.357681	3.9381	2.3818
1427.4	74.8424	0.9034	0.943	0.9815	0.350356	3.9348	2.392
1427.5	76.2552	0.893	0.9356	0.9851	0.344707	3.9525	2.3974
1427.6	76.8824	0.8824	0.9269	0.9938	0.341377	3.9688	2.3979
1427.7	76.7173	0.8724	0.9175	0.9971	0.340547	3.9671	2.3946
1427.8	75.9881	0.8633	0.9085	0.9917	0.342172	3.9484	2.3899
1427.9	75.2086	0.8554	0.9004	0.9814	0.34597	3.9241	2.3865
1428	74.9252	0.8485	0.8933	0.9724	0.35141	3.9008	2.3859
1428.1	75.3848	0.8425	0.887	0.9683	0.357398	3.8822	2.3882
1428.2	76.3289	0.8371	0.8808	0.9695	0.362242	3.8711	2.3924
1428.3	77.1862	0.8319	0.8745	0.9734	0.364516	3.8675	2.3966
1428.4	77.4916	0.827	0.8678	0.9762	0.363913	3.872	2.3988
1428.5	77.1783	0.8222	0.8606	0.9753	0.36167	3.8892	2.3983
1428.6	76.4629	0.8174	0.8531	0.97	0.359699	3.9255	2.3947
1428.7	75.61	0.8128	0.8456	0.9618	0.359084	3.9749	2.3887
1428.8	74.8461	0.8082	0.8381	0.9527	0.359329	4.0223	2.3815
1428.9	74.2255	0.8036	0.8309	0.9443	0.35943	4.0585	2.3748
1429	73.7115	0.7992	0.8242	0.9375	0.359064	4.0949	2.3703
1429.1	73.3639	0.795	0.818	0.9325	0.358556	4.1521	2.3693
1429.2	73.2641	0.7913	0.8128	0.9292	0.358491	4.2405	2.372
1429.3	73.4811	0.7881	0.8086	0.9271	0.359112	4.3367	2.3778
1429.4	73.9109	0.7856	0.8056	0.9261	0.360121	4.3942	2.3855
1429.5	74.2861	0.7839	0.8037	0.9259	0.36103	4.3704	2.3933
1429.6	74.5421	0.7829	0.8025	0.9265	0.361473	4.2572	2.4001
1429.7	74.7842	0.7826	0.802	0.9275	0.361386	4.082	2.4054
1429.8	75.0635	0.7829	0.8018	0.9286	0.360907	3.9005	2.4094
1429.9	75.2738	0.7837	0.8021	0.9301	0.360353	3.7614	2.4126
1430	75.271	0.7851	0.8028	0.9324	0.359993	3.6842	2.4152
1430.1	74.9958	0.7868	0.8042	0.9361	0.35979	3.6613	2.4166
1430.2	74.505	0.7888	0.8062	0.9413	0.35974	3.6741	2.4163
1430.3	73.9224	0.7909	0.8086	0.9476	0.360287	3.7049	2.414
1430.4	73.4747	0.7931	0.8112	0.9542	0.361727	3.7499	2.4102
1430.5	73.3043	0.7951	0.8138	0.9601	0.363882	3.8185	2.4061
1430.6	73.3861	0.7969	0.8163	0.9647	0.366453	3.9086	2.4028
1430.7	73.468	0.7983	0.8186	0.9678	0.36913	3.9993	2.401
1430.8	73.3676	0.7995	0.8207	0.9701	0.37143	4.0643	2.4006
1430.9	73.0432	0.8004	0.8227	0.9719	0.372793	4.0852	2.401
1431	72.5091	0.8011	0.8245	0.9735	0.372786	4.0556	2.4018
1431.1	71.8183	0.8015	0.8258	0.9746	0.371415	3.9963	2.4024
1431.2	71.0744	0.8017	0.8266	0.9745	0.369051	3.9447	2.4031
1431.3	70.3597	0.8016	0.8268	0.9728	0.366222	3.9329	2.404
1431.4	69.7656	0.8012	0.8264	0.9694	0.363648	3.9678	2.4054
1431.5	69.2744	0.8007	0.8256	0.965	0.362036	4.0352	2.4072
1431.6	68.7609	0.7999	0.8245	0.9604	0.361929	4.1026	2.4095
1431.7	68.2189	0.7992	0.8232	0.9566	0.363512	4.1387	2.4119
1431.8	67.7824	0.7985	0.8219	0.9539	0.366302	4.1355	2.4139
1431.9	67.632	0.798	0.8208	0.9524	0.369331	4.1084	2.4143
1432	67.8606	0.7978	0.82	0.9517	0.371401	4.0837	2.4124
1432.1	68.416	0.798	0.8197	0.9517	0.372137	4.0759	2.4081
1432.2	69.1211	0.7986	0.82	0.9526	0.371785	4.0829	2.4027
1432.3	69.8421	0.7995	0.8208	0.9549	0.370374	4.0934	2.3977
1432.4	70.6602	0.8007	0.822	0.9587	0.367813	4.0974	2.3949
1432.5	71.6861	0.802	0.8237	0.9635	0.364673	4.0946	2.3949
1432.6	72.8108	0.8035	0.8256	0.9682	0.361781	4.0875	2.3973
1432.7	73.7791	0.8052	0.8277	0.9716	0.359597	4.0722	2.401
1432.8	74.259	0.8071	0.8298	0.9734	0.358053	4.0461	2.4046
1432.9	74.0919	0.8092	0.8318	0.9744	0.357006	4.0038	2.4075
1433	73.408	0.8114	0.8337	0.9758	0.356156	3.9493	2.4096
1433.1	72.537	0.8139	0.8356	0.9785	0.355049	3.8905	2.411
1433.2	71.9205	0.8163	0.8377	0.9831	0.353313	3.8399	2.4121
1433.3	71.8225	0.8188	0.8399	0.9892	0.350945	3.8082	2.4128
1433.4	72.2222	0.8211	0.8423	0.9959	0.348459	3.7943	2.4135
1433.5	72.8475	0.8232	0.8447	1.0022	0.346415	3.7938	2.4142
1433.6	73.4595	0.825	0.8469	1.0075	0.345064	3.8051	2.4152
1433.7	74.0987	0.8265	0.8489	1.0114	0.344297	3.8283	2.4168
1433.8	74.8026	0.8275	0.8504	1.0143	0.343959	3.8703	2.4188
1433.9	75.4398	0.828	0.8516	1.0163	0.343976	3.9319	2.4206
1434	75.742	0.8279	0.8522	1.0177	0.344393	4.0028	2.4216
1434.1	75.3458	0.8271	0.8523	1.0181	0.345369	4.0597	2.4213
1434.2	74.084	0.8259	0.8519	1.0176	0.346999	4.0821	2.4197
1434.3	72.0855	0.8241	0.8509	1.0159	0.349117	4.0664	2.417
1434.4	69.8175	0.8219	0.8493	1.0124	0.35133	4.0268	2.4132
1434.5	68.0004	0.8194	0.847	1.0068	0.353344	3.9928	2.4085
1434.6	67.1855	0.8166	0.8441	0.9985	0.355146	3.9923	2.403
1434.7	67.5271	0.8135	0.8404	0.9875	0.356885	4.0375	2.3969
1434.8	68.7046	0.8103	0.8363	0.9749	0.358604	4.1238	2.3908
1434.9	70.2107	0.8072	0.8322	0.9625	0.360249	4.2245	2.3857
1435	71.7242	0.8042	0.8284	0.9526	0.362149	4.3028	2.3824
1435.1	73.0868	0.8017	0.8253	0.9471	0.364685	4.332	2.3816
1435.2	74.2078	0.7997	0.8228	0.9464	0.367754	4.3045	2.3831
1435.3	75.0724	0.7983	0.8208	0.9496	0.370735	4.2256	2.3862
1435.4	75.6956	0.7976	0.8193	0.9547	0.37284	4.1149	2.3898
1435.5	76.1277	0.7976	0.8183	0.9593	0.373682	4.0029	2.393
1435.6	76.3219	0.7979	0.8179	0.9619	0.373248	3.918	2.3956
1435.7	76.2058	0.7987	0.8179	0.9624	0.371931	3.8768	2.3977
1435.8	75.7206	0.7997	0.8184	0.9612	0.370247	3.8745	2.3997
1435.9	74.8096	0.8011	0.8191	0.9597	0.368973	3.8931	2.4014
1436	73.6125	0.8031	0.82	0.9587	0.368756	3.9202	2.4024
1436.1	72.4179	0.8058	0.8209	0.9588	0.369935	3.9524	2.4021
1436.2	71.6756	0.8097	0.8222	0.9599	0.372509	3.9857	2.4004
1436.3	71.7671	0.8152	0.824	0.9615	0.37593	4.0197	2.398
1436.4	72.6814	0.8223	0.8268	0.9629	0.378911	4.0649	2.3961
1436.5	74.0478	0.8312	0.8313	0.9637	0.379754	4.1379	2.396
1436.6	75.3893	0.8417	0.8382	0.9647	0.377554	4.2438	2.3984
1436.7	76.3467	0.8535	0.848	0.9691	0.372838	4.38	2.403
1436.8	76.8486	0.8663	0.8611	0.9817	0.367386	4.5396	2.4088
1436.9	76.9188	0.8796	0.8772	1.0079	0.363193	4.7068	2.4142
1437	76.8069	0.8932	0.8954	1.0512	0.361573	4.8442	2.4179
1437.1	76.9457	0.9067	0.914	1.1109	0.362878	4.9121	2.419
1437.2	77.8131	0.92	0.9315	1.1786	0.366604	4.9044	2.4176
1437.3	79.7493	0.9328	0.9468	1.2379	0.371825	4.8554	2.4146
1437.4	82.7069	0.9448	0.9598	1.27	0.377388	4.804	2.4111
1437.5	86.2176	0.9555	0.9706	1.2669	0.3823	4.7654	2.408
1437.6	89.6049	0.9644	0.9799	1.2375	0.38576	4.7363	2.4059
1437.7	92.3588	0.971	0.9878	1.199	0.387067	4.6989	2.405
1437.8	94.3164	0.975	0.9942	1.1651	0.386227	4.6325	2.4054
1437.9	95.5463	0.9762	0.9989	1.1415	0.384033	4.5302	2.4074
1438	96.2092	0.9747	1.0014	1.128	0.38146	4.4169	2.4111
1438.1	96.4666	0.9712	1.0014	1.1207	0.379065	4.3213	2.4163
1438.2	96.3776	0.9661	0.999	1.1159	0.376958	4.2484	2.4224
1438.3	96.0473	0.9603	0.9944	1.1121	0.375202	4.1831	2.4285
1438.4	95.6115	0.9543	0.9882	1.1091	0.374052	4.1116	2.4337
1438.5	95.3126	0.9488	0.981	1.1068	0.3736	4.0334	2.4377
1438.6	95.298	0.944	0.9734	1.1047	0.373435	3.9587	2.4406
1438.7	95.3988	0.9401	0.9661	1.1014	0.372886	3.9011	2.4431
1438.8	95.2798	0.9373	0.9596	1.0968	0.371614	3.8658	2.4454
1438.9	94.9276	0.9356	0.9541	1.0919	0.370011	3.8498	2.4476
1439	94.6905	0.9349	0.9499	1.0885	0.368745	3.8418	2.4492
1439.1	95.0875	0.9353	0.9474	1.088	0.368131	3.8343	2.4496
1439.2	96.3648	0.9367	0.9467	1.0914	0.367908	3.8292	2.4488
1439.3	98.3569	0.9389	0.9481	1.0982	0.367465	3.8322	2.447
1439.4	100.6257	0.9419	0.9514	1.1075	0.366282	3.8416	2.445
1439.5	102.6159	0.9456	0.9563	1.1178	0.364404	3.8477	2.4434
1439.6	103.7421	0.9499	0.9625	1.1282	0.362625	3.839	2.4425
1439.7	103.6053	0.9546	0.9694	1.1376	0.361911	3.8293	2.442
1439.8	102.3453	0.9596	0.9763	1.1448	0.362713	3.8392	2.4407
1439.9	100.5688	0.9648	0.9829	1.1487	0.364689	3.8827	2.4376
1440	98.9854	0.9699	0.9888	1.1492	0.367047	3.954	2.4317
1440.1	98.1249	0.9748	0.9935	1.1474	0.369188	4.0257	2.4235
1440.2	98.0641	0.9793	0.9973	1.1456	0.371022	4.0806	2.4143
1440.3	98.3017	0.9834	1.0004	1.1468	0.372785	4.1202	2.4063
1440.4	98.2204	0.987	1.0032	1.1529	0.374171	4.1634	2.4012
1440.5	97.491	0.9903	1.0059	1.1641	0.374335	4.224	2.4002
1440.6	96.2012	0.9934	1.0088	1.1786	0.372763	4.2997	2.403
1440.7	94.7426	0.9965	1.0121	1.1936	0.369967	4.3842	2.4086
1440.8	93.6842	0.9999	1.0157	1.2066	0.367187	4.4579	2.4151
1440.9	93.3874	1.0037	1.0197	1.2164	0.365635	4.4969	2.4206
1441	93.8429	1.0078	1.0237	1.2236	0.366017	4.496	2.4239
1441.1	94.818	1.0121	1.0276	1.2294	0.368208	4.4653	2.4244
1441.2	95.9135	1.0163	1.0313	1.2348	0.371386	4.429	2.4227
1441.3	96.6939	1.02	1.0346	1.2404	0.37441	4.4012	2.4204
1441.4	96.9503	1.0231	1.0377	1.2457	0.376373	4.3892	2.4189
1441.5	96.6932	1.0254	1.0407	1.2503	0.376971	4.3954	2.4192
1441.6	96.0408	1.0269	1.0437	1.2536	0.376497	4.4093	2.421
1441.7	95.3349	1.0276	1.0468	1.2554	0.375494	4.4126	2.4234
1441.8	94.9638	1.0278	1.0495	1.2558	0.374381	4.3912	2.4252
1441.9	95.041	1.0276	1.0518	1.2551	0.37333	4.3527	2.4258
